|customer_id|film_id|title                      |description                                                                                                                   |category   |rating|fullname        |rental_frequency|amount|last_update|
|110        |700    |PRIX UNDEFEATED            |A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China                                        |Family     |R     |TIFFANY JORDAN    |1               |2.99  |2006-02-15 |
|110        |662    |PATHS CONTROL              |A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China                                           |Drama      |PG    |TIFFANY JORDAN    |1               |7.99  |2006-02-15 |
|110        |169    |COMFORTS RUSH              |A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft                            |Travel     |NC-17 |TIFFANY JORDAN    |1               |3.99  |2006-02-15 |
|110        |91     |BOUND CHEAPER              |A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon                      |Classics   |PG    |TIFFANY JORDAN    |1               |2.99  |2006-02-15 |
|110        |185    |COWBOY DOOM                |A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon                                                  |Foreign    |PG    |TIFFANY JORDAN    |1               |2.99  |2006-02-15 |
|111        |15     |ALIEN CENTER               |A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention                                   |Foreign    |NC-17 |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|111        |167    |COMA HEAD                  |A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California                                          |Travel     |NC-17 |CARMEN OWENS      |1               |6.99  |2006-02-15 |
|111        |432    |HOPE TOOTSIE               |A Amazing Documentary of a Student And a Sumo Wrestler who must Outgun a A Shark in A Shark Tank                                  |Classics   |NC-17 |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|111        |810    |SLUMS DUCK                 |A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat                      |Family     |PG    |CARMEN OWENS      |1               |1.99  |2006-02-15 |
|111        |489    |JUGGLER HARDLY             |A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California                                                  |Animation  |PG-13 |CARMEN OWENS      |1               |4.99  |2006-02-15 |
|111        |288    |ESCAPE METROPOLIS          |A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans                                           |Travel     |R     |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|111        |806    |SLEEPY JAPANESE            |A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback                                    |New        |PG    |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|111        |23     |ANACONDA CONFESSIONS       |A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia                                               |Animation  |R     |CARMEN OWENS      |1               |1.99  |2006-02-15 |
|111        |787    |SHINING ROSES              |A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India           |Travel     |G     |CARMEN OWENS      |1               |3.99  |2006-02-15 |
|111        |854    |STRANGERS GRAFFITI         |A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico                                 |Horror     |R     |CARMEN OWENS      |1               |9.99  |2006-02-15 |
|111        |911    |TRIP NEWTON                |A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park                       |Action     |PG-13 |CARMEN OWENS      |1               |4.99  |2006-02-15 |
|111        |982    |WOMEN DORADO               |A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia                                     |Action     |R     |CARMEN OWENS      |1               |0.99  |2006-02-15 |
|111        |281    |ENCINO ELF                 |A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon                                            |Games      |G     |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|111        |292    |EXCITEMENT EVE             |A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank                                        |Action     |G     |CARMEN OWENS      |1               |0.99  |2006-02-15 |
|111        |511    |LAWRENCE LOVE              |A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin                                   |Action     |NC-17 |CARMEN OWENS      |1               |0.99  |2006-02-15 |
|111        |959    |WARLOCK WEREWOLF           |A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback                                           |Children   |G     |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|111        |329    |FORREST SONS               |A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat                          |Action     |R     |CARMEN OWENS      |1               |4.99  |2006-02-15 |
|111        |707    |QUEST MUSSOLINI            |A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory                                |Action     |R     |CARMEN OWENS      |1               |4.99  |2006-02-15 |
|111        |58     |BEACH HEARTBREAKERS        |A Fateful Display of a Womanizer And a Mad Scientist who must Outgun a A Shark in Soviet Georgia                                  |Documentary|G     |CARMEN OWENS      |1               |4.99  |2006-02-15 |
|111        |43     |ATLANTIS CAUSE             |A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank                                     |Family     |G     |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|111        |937    |VARSITY TRIP               |A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention                       |New        |NC-17 |CARMEN OWENS      |1               |3.99  |2006-02-15 |
|111        |916    |TURN STAR                  |A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans                                                     |Animation  |G     |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|111        |769    |SCHOOL JACKET              |A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse                                          |Foreign    |PG-13 |CARMEN OWENS      |1               |5.99  |2006-02-15 |
|111        |531    |LOSE INCH                  |A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station              |Foreign    |R     |CARMEN OWENS      |1               |0.99  |2006-02-15 |
|111        |4      |AFFAIR PREJUDICE           |A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank                                      |Horror     |G     |CARMEN OWENS      |1               |6.99  |2006-02-15 |
|111        |4      |AFFAIR PREJUDICE           |A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank                                      |Horror     |G     |CARMEN OWENS      |1               |2.99  |2006-02-15 |
|112        |228    |DETECTIVE VISION           |A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan                                         |Classics   |PG-13 |ROSA REYNOLDS     |1               |0.99  |2006-02-15 |
|112        |82     |BLOOD ARGONAUTS            |A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse                                        |Family     |G     |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|112        |324    |FLINTSTONES HAPPINESS      |A Fateful Story of a Husband And a Moose who must Vanquish a Boy in California                                                    |Comedy     |PG-13 |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |16     |ALLEY EVOLUTION            |A Fast-Paced Drama of a Robot And a Composer who must Battle a Astronaut in New Orleans                                           |Foreign    |NC-17 |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|112        |227    |DETAILS PACKER             |A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat                                                         |Games      |R     |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |901    |TRACY CIDER                |A Touching Reflection of a Database Administrator And a Madman who must Build a Lumberjack in Nigeria                             |Animation  |G     |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|112        |814    |SNATCH SLIPPER             |A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin                                 |Comedy     |PG    |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |935    |VANISHED GARDEN            |A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California                                   |New        |R     |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|112        |471    |ISLAND EXORCIST            |A Fanciful Panorama of a Technical Writer And a Boy who must Find a Dentist in An Abandoned Fun House                             |Classics   |NC-17 |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|112        |346    |GALAXY SWEETHEARTS         |A Emotional Reflection of a Womanizer And a Pioneer who must Face a Squirrel in Berlin                                            |Classics   |R     |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |780    |SENSIBILITY REAR           |A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory                                 |Family     |PG    |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |342    |FUGITIVE MAGUIRE           |A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia                                         |Travel     |R     |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |777    |SECRETARY ROUGE            |A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory                                |Sports     |PG    |ROSA REYNOLDS     |1               |6.99  |2006-02-15 |
|112        |151    |CINCINATTI WHISPERER       |A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin                                               |Sci-Fi     |NC-17 |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |37     |ARIZONA BANG               |A Brilliant Panorama of a Mad Scientist And a Mad Cow who must Meet a Pioneer in A Monastery                                      |Classics   |PG    |ROSA REYNOLDS     |1               |5.99  |2006-02-15 |
|112        |848    |STONE FIRE                 |A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia                                            |Travel     |G     |ROSA REYNOLDS     |1               |3.99  |2006-02-15 |
|112        |815    |SNATCHERS MONTEZUMA        |A Boring Epistle of a Sumo Wrestler And a Woman who must Escape a Man in The Canadian Rockies                                     |Classics   |PG-13 |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|112        |175    |CONFUSED CANDLES           |A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon                                   |Family     |PG-13 |ROSA REYNOLDS     |1               |5.99  |2006-02-15 |
|112        |709    |RACER EGG                  |A Emotional Display of a Monkey And a Waitress who must Reach a Secret Agent in California                                        |Drama      |NC-17 |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|112        |820    |SONS INTERVIEW             |A Taut Character Study of a Explorer And a Mad Cow who must Battle a Hunter in Ancient China                                      |Animation  |NC-17 |ROSA REYNOLDS     |1               |7.99  |2006-02-15 |
|112        |632    |NUTS TIES                  |A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California                                            |New        |NC-17 |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |225    |DESTINATION JERK           |A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat                                                          |Drama      |PG-13 |ROSA REYNOLDS     |1               |3.99  |2006-02-15 |
|112        |320    |FLAMINGOS CONNECTICUT      |A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert                                     |New        |PG-13 |ROSA REYNOLDS     |1               |8.99  |2006-02-15 |
|112        |876    |TARZAN VIDEOTAPE           |A Fast-Paced Display of a Lumberjack And a Mad Scientist who must Succumb a Sumo Wrestler in The Sahara Desert                    |Horror     |PG-13 |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|112        |295    |EXPENDABLE STALLION        |A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat                                      |Documentary|PG    |ROSA REYNOLDS     |1               |5.99  |2006-02-15 |
|112        |189    |CREATURES SHAKESPEARE      |A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India                                    |Games      |NC-17 |ROSA REYNOLDS     |1               |0.99  |2006-02-15 |
|112        |944    |VIRGIN DAISY               |A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank                |Drama      |PG-13 |ROSA REYNOLDS     |1               |4.99  |2006-02-15 |
|112        |813    |SMOOCHY CONTROL            |A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China                                |Sports     |R     |ROSA REYNOLDS     |1               |0.99  |2006-02-15 |
|112        |61     |BEAUTY GREASE              |A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft                                   |Drama      |G     |ROSA REYNOLDS     |1               |8.99  |2006-02-15 |
|112        |193    |CROSSROADS CASUALTIES      |A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback                               |Animation  |G     |ROSA REYNOLDS     |1               |2.99  |2006-02-15 |
|113        |945    |VIRGINIAN PLUTO            |A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin                                                   |Documentary|R     |CINDY FISHER      |2               |0.99  |2006-02-15 |
|113        |979    |WITCHES PANIC              |A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria                                            |Drama      |NC-17 |CINDY FISHER      |1               |4.99  |2006-02-15 |
|113        |958    |WARDROBE PHANTOM           |A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India                                         |Drama      |G     |CINDY FISHER      |1               |2.99  |2006-02-15 |
|113        |609    |MUSCLE BRIGHT              |A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India                                    |Travel     |G     |CINDY FISHER      |1               |2.99  |2006-02-15 |
|113        |622    |NEWSIES STORY              |A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico                          |Documentary|G     |CINDY FISHER      |1               |0.99  |2006-02-15 |
|113        |734    |ROAD ROXANNE               |A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan                                |Documentary|R     |CINDY FISHER      |1               |8.99  |2006-02-15 |
|113        |707    |QUEST MUSSOLINI            |A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory                                |Action     |R     |CINDY FISHER      |1               |6.99  |2006-02-15 |
|113        |898    |TOURIST PELICAN            |A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia                                                |Sports     |PG-13 |CINDY FISHER      |1               |5.99  |2006-02-15 |
|113        |15     |ALIEN CENTER               |A Brilliant Drama of a Cat And a Mad Scientist who must Battle a Feminist in A MySQL Convention                                   |Foreign    |NC-17 |CINDY FISHER      |1               |2.99  |2006-02-15 |
|113        |557    |MANCHURIAN CURTAIN         |A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin                                                            |Family     |PG    |CINDY FISHER      |1               |2.99  |2006-02-15 |
|113        |877    |TAXI KICK                  |A Amazing Epistle of a Girl And a Woman who must Outrace a Waitress in Soviet Georgia                                             |Music      |PG-13 |CINDY FISHER      |1               |2.99  |2006-02-15 |
|113        |760    |SAMURAI LION               |A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon                                                 |New        |G     |CINDY FISHER      |1               |4.99  |2006-02-15 |
|113        |73     |BINGO TALENTED             |A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria                                                 |Sci-Fi     |PG-13 |CINDY FISHER      |1               |5.99  |2006-02-15 |
|113        |728    |REUNION WITCHES            |A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory         |Drama      |R     |CINDY FISHER      |1               |0.99  |2006-02-15 |
|113        |602    |MOURNING PURPLE            |A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans                                      |Sci-Fi     |PG    |CINDY FISHER      |1               |0.99  |2006-02-15 |
|113        |695    |PRESIDENT BANG             |A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia                                    |Family     |PG    |CINDY FISHER      |1               |5.99  |2006-02-15 |
|113        |142    |CHICKEN HELLFIGHTERS       |A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia                                        |Documentary|PG    |CINDY FISHER      |1               |2.99  |2006-02-15 |
|113        |548    |MAGNIFICENT CHITTY         |A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California                                                |Classics   |R     |CINDY FISHER      |1               |6.99  |2006-02-15 |
|113        |683    |PITY BOUND                 |A Boring Panorama of a Feminist And a Moose who must Defeat a Database Administrator in Nigeria                                   |Drama      |NC-17 |CINDY FISHER      |1               |4.99  |2006-02-15 |
|113        |894    |TOMATOES HELLFIGHTERS      |A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank                                       |Travel     |PG    |CINDY FISHER      |1               |0.99  |2006-02-15 |
|113        |810    |SLUMS DUCK                 |A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat                      |Family     |PG    |CINDY FISHER      |1               |1.99  |2006-02-15 |
|113        |370    |GORGEOUS BINGO             |A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory                             |Children   |R     |CINDY FISHER      |1               |7.99  |2006-02-15 |
|113        |938    |VELVET TERMINATOR          |A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park           |Comedy     |R     |CINDY FISHER      |1               |5.99  |2006-02-15 |
|113        |591    |MONSOON CAUSE              |A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat                                                |Games      |PG    |CINDY FISHER      |1               |5.99  |2006-02-15 |
|113        |275    |EGYPT TENENBAUMS           |A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park                       |Horror     |PG    |CINDY FISHER      |1               |3.99  |2006-02-15 |
|113        |665    |PATTON INTERVIEW           |A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin                                         |Horror     |PG    |CINDY FISHER      |1               |2.99  |2006-02-15 |
|113        |489    |JUGGLER HARDLY             |A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California                                                  |Animation  |PG-13 |CINDY FISHER      |1               |1.99  |2006-02-15 |
|113        |311    |FICTION CHRISTMAS          |A Emotional Yarn of a A Shark And a Student who must Battle a Robot in An Abandoned Mine Shaft                                    |Foreign    |PG    |CINDY FISHER      |1               |2.99  |2006-02-15 |
|114        |68     |BETRAYED REAR              |A Emotional Character Study of a Boat And a Pioneer who must Find a Explorer in A Shark Tank                                      |Children   |NC-17 |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |719    |RECORDS ZORRO              |A Amazing Drama of a Mad Scientist And a Composer who must Build a Husband in The Outback                                         |Sports     |PG    |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |286    |ENOUGH RAGING              |A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert                            |Travel     |NC-17 |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |162    |CLUELESS BUCKET            |A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House                                     |Action     |R     |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |190    |CREEPERS KANE              |A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat                                          |Classics   |NC-17 |GRACE ELLIS       |1               |7.99  |2006-02-15 |
|114        |445    |HYDE DOCTOR                |A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat                                             |Classics   |G     |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |287    |ENTRAPMENT SATISFACTION    |A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat                                              |Action     |R     |GRACE ELLIS       |1               |5.99  |2006-02-15 |
|114        |420    |HOLES BRANNIGAN            |A Fast-Paced Reflection of a Technical Writer And a Student who must Fight a Boy in The Canadian Rockies                          |Sports     |PG    |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |42     |ARTIST COLDBLOODED         |A Stunning Reflection of a Robot And a Moose who must Challenge a Woman in California                                             |Sports     |NC-17 |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |852    |STRANGELOVE DESIRE         |A Awe-Inspiring Panorama of a Lumberjack And a Waitress who must Defeat a Crocodile in An Abandoned Amusement Park                |Children   |NC-17 |GRACE ELLIS       |1               |0.99  |2006-02-15 |
|114        |11     |ALAMO VIDEOTAPE            |A Boring Epistle of a Butler And a Cat who must Fight a Pastry Chef in A MySQL Convention                                         |Foreign    |G     |GRACE ELLIS       |1               |0.99  |2006-02-15 |
|114        |227    |DETAILS PACKER             |A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat                                                         |Games      |R     |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |380    |GREEK EVERYONE             |A Stunning Display of a Butler And a Teacher who must Confront a A Shark in The First Manned Space Station                        |Foreign    |PG    |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |43     |ATLANTIS CAUSE             |A Thrilling Yarn of a Feminist And a Hunter who must Fight a Technical Writer in A Shark Tank                                     |Family     |G     |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |320    |FLAMINGOS CONNECTICUT      |A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert                                     |New        |PG-13 |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |735    |ROBBERS JOON               |A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia                  |Children   |PG-13 |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |193    |CROSSROADS CASUALTIES      |A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback                               |Animation  |G     |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |230    |DIARY PANIC                |A Thoughtful Character Study of a Frisbee And a Mad Cow who must Outgun a Man in Ancient India                                    |Drama      |G     |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |565    |MATRIX SNOWMAN             |A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California                                         |Foreign    |PG-13 |GRACE ELLIS       |1               |5.99  |2006-02-15 |
|114        |167    |COMA HEAD                  |A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California                                          |Travel     |NC-17 |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |551    |MAIDEN HOME                |A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention                           |New        |PG    |GRACE ELLIS       |1               |10.99 |2006-02-15 |
|114        |915    |TRUMAN CRAZY               |A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery                                    |Action     |G     |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |161    |CLUE GRAIL                 |A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China                                           |Music      |NC-17 |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |407    |HAWK CHILL                 |A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia                                        |Documentary|PG-13 |GRACE ELLIS       |1               |0.99  |2006-02-15 |
|114        |932    |VALLEY PACKER              |A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin                                      |Comedy     |G     |GRACE ELLIS       |1               |6.99  |2006-02-15 |
|114        |803    |SLACKER LIAISONS           |A Fast-Paced Tale of a A Shark And a Student who must Meet a Crocodile in Ancient China                                           |Drama      |R     |GRACE ELLIS       |1               |6.99  |2006-02-15 |
|114        |104    |BUGSY SONG                 |A Awe-Inspiring Character Study of a Secret Agent And a Boat who must Find a Squirrel in The First Manned Space Station           |Foreign    |G     |GRACE ELLIS       |1               |5.99  |2006-02-15 |
|114        |60     |BEAST HUNCHBACK            |A Awe-Inspiring Epistle of a Student And a Squirrel who must Defeat a Boy in Ancient China                                        |Classics   |R     |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|114        |63     |BEDAZZLED MARRIED          |A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House                      |Family     |PG    |GRACE ELLIS       |1               |0.99  |2006-02-15 |
|114        |665    |PATTON INTERVIEW           |A Thrilling Documentary of a Composer And a Secret Agent who must Succumb a Cat in Berlin                                         |Horror     |PG    |GRACE ELLIS       |1               |2.99  |2006-02-15 |
|114        |707    |QUEST MUSSOLINI            |A Fateful Drama of a Husband And a Sumo Wrestler who must Battle a Pastry Chef in A Baloon Factory                                |Action     |R     |GRACE ELLIS       |1               |3.99  |2006-02-15 |
|114        |452    |ILLUSION AMELIE            |A Emotional Epistle of a Boat And a Mad Scientist who must Outrace a Robot in An Abandoned Mine Shaft                             |Foreign    |R     |GRACE ELLIS       |1               |0.99  |2006-02-15 |
|114        |251    |DRAGONFLY STRANGERS        |A Boring Documentary of a Pioneer And a Man who must Vanquish a Man in Nigeria                                                    |New        |NC-17 |GRACE ELLIS       |1               |4.99  |2006-02-15 |
|115        |406    |HAUNTING PIANIST           |A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park           |Games      |R     |WENDY HARRISON    |1               |0.99  |2006-02-15 |
|115        |12     |ALASKA PHANTOM             |A Fanciful Saga of a Hunter And a Pastry Chef who must Vanquish a Boy in Australia                                                |Music      |PG    |WENDY HARRISON    |1               |0.99  |2006-02-15 |
|115        |445    |HYDE DOCTOR                |A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat                                             |Classics   |G     |WENDY HARRISON    |1               |2.99  |2006-02-15 |
|115        |945    |VIRGINIAN PLUTO            |A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin                                                   |Documentary|R     |WENDY HARRISON    |1               |0.99  |2006-02-15 |
|115        |714    |RANDOM GO                  |A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank                                                |Sci-Fi     |NC-17 |WENDY HARRISON    |1               |2.99  |2006-02-15 |
|115        |486    |JET NEIGHBORS              |A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat                                              |Foreign    |R     |WENDY HARRISON    |1               |6.99  |2006-02-15 |
|115        |681    |PIRATES ROXANNE            |A Stunning Drama of a Woman And a Lumberjack who must Overcome a A Shark in The Canadian Rockies                                  |Sports     |PG    |WENDY HARRISON    |1               |0.99  |2006-02-15 |
|115        |387    |GUN BONNIE                 |A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico                                 |Games      |G     |WENDY HARRISON    |1               |0.99  |2006-02-15 |
|115        |601    |MOULIN WAKE                |A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft                      |Travel     |PG-13 |WENDY HARRISON    |1               |1.99  |2006-02-15 |
|115        |775    |SEATTLE EXPECATIONS        |A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert                  |Drama      |PG-13 |WENDY HARRISON    |1               |4.99  |2006-02-15 |
|115        |589    |MODERN DORADO              |A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans                                        |Documentary|PG    |WENDY HARRISON    |1               |2.99  |2006-02-15 |
|115        |970    |WESTWARD SEABISCUIT        |A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China                                                 |Classics   |NC-17 |WENDY HARRISON    |1               |2.99  |2006-02-15 |
|115        |233    |DISCIPLE MOTHER            |A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank                                         |Travel     |PG    |WENDY HARRISON    |1               |0.99  |2006-02-15 |
|115        |135    |CHANCE RESURRECTION        |A Astounding Story of a Forensic Psychologist And a Forensic Psychologist who must Overcome a Moose in Ancient China              |Sports     |R     |WENDY HARRISON    |1               |5.99  |2006-02-15 |
|115        |61     |BEAUTY GREASE              |A Fast-Paced Display of a Composer And a Moose who must Sink a Robot in An Abandoned Mine Shaft                                   |Drama      |G     |WENDY HARRISON    |1               |6.99  |2006-02-15 |
