|film_id|title                    |category   |rating|fullname             |rental_frequency|total_amount|last_update|
|991    |WORST BANGER               |Action     |PG    |BENJAMIN VARNEY      |1               |5.99        |2006-02-15 |
|991    |WORST BANGER               |Action     |PG    |GLADYS HAMILTON      |1               |5.99        |2006-02-15 |
|994    |WYOMING STORM              |New        |PG-13 |HENRY BILLINGSLEY    |1               |5.99        |2006-02-15 |
|994    |WYOMING STORM              |New        |PG-13 |KIM CRUZ             |1               |5.99        |2006-02-15 |
|994    |WYOMING STORM              |New        |PG-13 |LONNIE TIRADO        |1               |5.99        |2006-02-15 |
|995    |YENTL IDAHO                |Horror     |R     |GLADYS HAMILTON      |1               |5.99        |2006-02-15 |
|999    |ZOOLANDER FICTION          |Children   |R     |GEORGE LINTON        |1               |5.99        |2006-02-15 |
|999    |ZOOLANDER FICTION          |Children   |R     |JAMES GANNON         |1               |5.99        |2006-02-15 |
|999    |ZOOLANDER FICTION          |Children   |R     |PAMELA BAKER         |1               |5.99        |2006-02-15 |
|999    |ZOOLANDER FICTION          |Children   |R     |PATRICIA JOHNSON     |1               |5.99        |2006-02-15 |
|1,000  |ZORRO ARK                  |Comedy     |NC-17 |EDUARDO HIATT        |1               |5.99        |2006-02-15 |
|1,000  |ZORRO ARK                  |Comedy     |NC-17 |OLGA JIMENEZ         |1               |5.99        |2006-02-15 |
|1,000  |ZORRO ARK                  |Comedy     |NC-17 |VERONICA STONE       |1               |5.99        |2006-02-15 |
|966    |WEDDING APOLLO             |Documentary|PG    |ELSIE KELLEY         |1               |5.98        |2006-02-15 |
|863    |SUN CONFESSIONS            |Sci-Fi     |R     |WANDA PATTERSON      |1               |5.98        |2006-02-15 |
|871    |SWEDEN SHINING             |Comedy     |PG    |NATALIE MEYER        |1               |5.98        |2006-02-15 |
|892    |TITANIC BOONDOCK           |Animation  |R     |MORRIS MCCARTER      |1               |5.98        |2006-02-15 |
|897    |TORQUE BOUND               |Drama      |G     |CAROLYN PEREZ        |1               |5.98        |2006-02-15 |
|67     |BERETS AGENT               |Action     |PG-13 |SONIA GREGORY        |1               |5.98        |2006-02-15 |
|111    |CADDYSHACK JEDI            |Action     |NC-17 |CHARLENE ALVAREZ     |1               |5.98        |2006-02-15 |
|114    |CAMELOT VACATION           |Sci-Fi     |NC-17 |CLARENCE GAMEZ       |1               |5.98        |2006-02-15 |
|677    |PIANIST OUTFIELD           |New        |NC-17 |JORDAN ARCHULETA     |1               |5.98        |2006-02-15 |
|775    |SEATTLE EXPECATIONS        |Drama      |PG-13 |LUCY WHEELER         |1               |5.98        |2006-02-15 |
|434    |HORROR REIGN               |Travel     |R     |BRETT CORNWELL       |1               |5.98        |2006-02-15 |
|504    |KWAI HOMEWARD              |Drama      |PG-13 |HARRY ARCE           |1               |5.98        |2006-02-15 |
|555    |MALLRATS UNITED            |Comedy     |PG    |CLIFFORD BOWENS      |1               |5.98        |2006-02-15 |
|555    |MALLRATS UNITED            |Comedy     |PG    |THELMA MURRAY        |1               |5.98        |2006-02-15 |
|245    |DOUBLE WRATH               |Animation  |R     |RUSSELL BRINSON      |1               |5.98        |2006-02-15 |
|295    |EXPENDABLE STALLION        |Documentary|PG    |DOLORES WAGNER       |1               |5.98        |2006-02-15 |
|300    |FALCON VOLUME              |Animation  |PG-13 |ELMER NOE            |1               |5.98        |2006-02-15 |
|161    |CLUE GRAIL                 |Music      |NC-17 |CURTIS IRBY          |1               |4.99        |2006-02-15 |
|161    |CLUE GRAIL                 |Music      |NC-17 |GARY COY             |1               |4.99        |2006-02-15 |
|161    |CLUE GRAIL                 |Music      |NC-17 |GRACE ELLIS          |1               |4.99        |2006-02-15 |
|161    |CLUE GRAIL                 |Music      |NC-17 |STANLEY SCROGGINS    |1               |4.99        |2006-02-15 |
|162    |CLUELESS BUCKET            |Action     |R     |KATHY JAMES          |1               |4.99        |2006-02-15 |
|162    |CLUELESS BUCKET            |Action     |R     |PATRICIA JOHNSON     |1               |4.99        |2006-02-15 |
|163    |CLYDE THEORY               |New        |PG-13 |ELAINE STEVENS       |1               |4.99        |2006-02-15 |
|163    |CLYDE THEORY               |New        |PG-13 |IAN STILL            |1               |4.99        |2006-02-15 |
|163    |CLYDE THEORY               |New        |PG-13 |JOHNNIE CHISHOLM     |1               |4.99        |2006-02-15 |
|164    |COAST RAINBOW              |Documentary|PG    |COLLEEN BURTON       |1               |4.99        |2006-02-15 |
|165    |COLDBLOODED DARLING        |Sci-Fi     |G     |ANDREW PURDY         |1               |4.99        |2006-02-15 |
|165    |COLDBLOODED DARLING        |Sci-Fi     |G     |CHARLES KOWALSKI     |1               |4.99        |2006-02-15 |
|165    |COLDBLOODED DARLING        |Sci-Fi     |G     |CLIFFORD BOWENS      |1               |4.99        |2006-02-15 |
|165    |COLDBLOODED DARLING        |Sci-Fi     |G     |JACQUELINE LONG      |1               |4.99        |2006-02-15 |
|165    |COLDBLOODED DARLING        |Sci-Fi     |G     |JIMMY SCHRADER       |1               |4.99        |2006-02-15 |
|165    |COLDBLOODED DARLING        |Sci-Fi     |G     |JUNE CARROLL         |1               |4.99        |2006-02-15 |
|165    |COLDBLOODED DARLING        |Sci-Fi     |G     |PAULINE HENRY        |1               |4.99        |2006-02-15 |
|165    |COLDBLOODED DARLING        |Sci-Fi     |G     |SHERRI RHODES        |1               |4.99        |2006-02-15 |
|166    |COLOR PHILADELPHIA         |Classics   |G     |BRAD MCCURDY         |1               |4.99        |2006-02-15 |
|166    |COLOR PHILADELPHIA         |Classics   |G     |IDA ANDREWS          |1               |4.99        |2006-02-15 |
|166    |COLOR PHILADELPHIA         |Classics   |G     |KEN PREWITT          |1               |4.99        |2006-02-15 |
|166    |COLOR PHILADELPHIA         |Classics   |G     |RICK MATTOX          |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |BOBBY BOUDREAU       |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |BRENT HARKINS        |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |CECIL VINES          |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |CHERYL MURPHY        |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |CHRIS BROTHERS       |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |ELEANOR HUNT         |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |EVA RAMOS            |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |FRANKLIN TROUTMAN    |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |GERALD FULTZ         |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |GRACE ELLIS          |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |HARRY ARCE           |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |HARVEY GUAJARDO      |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |JOANN GARDNER        |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |MIRIAM MCKINNEY      |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |PHILIP CAUSEY        |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |SIDNEY BURLESON      |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |TOMMY COLLAZO        |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |TRACEY BARRETT       |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |TRACY HERRMANN       |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |VANESSA SIMS         |1               |4.99        |2006-02-15 |
|167    |COMA HEAD                  |Travel     |NC-17 |YVONNE WATKINS       |1               |4.99        |2006-02-15 |
|168    |COMANCHEROS ENEMY          |Children   |R     |SHANNON FREEMAN      |1               |4.99        |2006-02-15 |
|170    |COMMAND DARLING            |Foreign    |PG-13 |DANA HART            |1               |4.99        |2006-02-15 |
|170    |COMMAND DARLING            |Foreign    |PG-13 |JEAN BELL            |1               |4.99        |2006-02-15 |
|170    |COMMAND DARLING            |Foreign    |PG-13 |JULIE SANCHEZ        |1               |4.99        |2006-02-15 |
|170    |COMMAND DARLING            |Foreign    |PG-13 |NELSON CHRISTENSON   |1               |4.99        |2006-02-15 |
|170    |COMMAND DARLING            |Foreign    |PG-13 |TERRI VASQUEZ        |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |DEANNA BYRD          |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |FRANCIS SIKES        |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |JAY ROBB             |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |JEANNE LAWSON        |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |JESSICA HALL         |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |JOHN FARNSWORTH      |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |JUAN FRALEY          |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |MAE FLETCHER         |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |MAXINE SILVA         |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |RHONDA KENNEDY       |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |SHERRI RHODES        |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |SYLVIA ORTIZ         |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |TAMARA NGUYEN        |1               |4.99        |2006-02-15 |
|172    |CONEHEADS SMOOCHY          |Drama      |NC-17 |TERRY CARLSON        |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |BESSIE MORRISON      |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |BRANDON HUEY         |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |BRANDY GRAVES        |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |CAROL GARCIA         |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |GINA WILLIAMSON      |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |GUY BROWNLEE         |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |IRENE PRICE          |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |MELANIE ARMSTRONG    |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |ROSEMARY SCHMIDT     |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |TED BREAUX           |1               |4.99        |2006-02-15 |
|173    |CONFESSIONS MAGUIRE        |Drama      |PG-13 |TRACY COLE           |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |AMY LOPEZ            |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |ANNE POWELL          |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |CAROL GARCIA         |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |CLIFFORD BOWENS      |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |EDDIE TOMLIN         |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |ENRIQUE FORSYTHE     |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |ERIC ROBERT          |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |ESTHER CRAWFORD      |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |FELIX GAFFNEY        |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |GERALDINE PERKINS    |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |JASON MORRISSEY      |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |LARRY THRASHER       |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |MARY SMITH           |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |PATSY DAVIDSON       |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |REBECCA SCOTT        |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |TAMMY SANDERS        |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |THOMAS GRIGSBY       |1               |4.99        |2006-02-15 |
|174    |CONFIDENTIAL INTERVIEW     |Music      |NC-17 |TIM CARY             |1               |4.99        |2006-02-15 |
|175    |CONFUSED CANDLES           |Family     |PG-13 |ANA BRADLEY          |1               |4.99        |2006-02-15 |
|177    |CONNECTICUT TRAMP          |Sci-Fi     |R     |CONSTANCE REID       |1               |4.99        |2006-02-15 |
|177    |CONNECTICUT TRAMP          |Sci-Fi     |R     |MAUREEN LITTLE       |1               |4.99        |2006-02-15 |
|177    |CONNECTICUT TRAMP          |Sci-Fi     |R     |SHANNON FREEMAN      |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |BECKY MILES          |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |BRUCE SCHWARZ        |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |DUANE TUBBS          |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |FRANKLIN TROUTMAN    |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |GENE SANBORN         |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |GERALDINE PERKINS    |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |JOSHUA MARK          |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |MATTIE HOFFMAN       |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |PRISCILLA LOWE       |1               |4.99        |2006-02-15 |
|179    |CONQUERER NUTS             |Drama      |G     |TRACY HERRMANN       |1               |4.99        |2006-02-15 |
|180    |CONSPIRACY SPIRIT          |Classics   |PG-13 |CRAIG MORRELL        |1               |4.99        |2006-02-15 |
|181    |CONTACT ANONYMOUS          |Travel     |PG-13 |ENRIQUE FORSYTHE     |1               |4.99        |2006-02-15 |
|181    |CONTACT ANONYMOUS          |Travel     |PG-13 |RENE MCALISTER       |1               |4.99        |2006-02-15 |
|182    |CONTROL ANTHEM             |Comedy     |G     |CRYSTAL FORD         |1               |4.99        |2006-02-15 |
|182    |CONTROL ANTHEM             |Comedy     |G     |GORDON ALLARD        |1               |4.99        |2006-02-15 |
|182    |CONTROL ANTHEM             |Comedy     |G     |JERRY JORDON         |1               |4.99        |2006-02-15 |
|182    |CONTROL ANTHEM             |Comedy     |G     |MABEL HOLLAND        |1               |4.99        |2006-02-15 |
|182    |CONTROL ANTHEM             |Comedy     |G     |RAY HOULE            |1               |4.99        |2006-02-15 |
|182    |CONTROL ANTHEM             |Comedy     |G     |TIMOTHY BUNN         |1               |4.99        |2006-02-15 |
|183    |CONVERSATION DOWNHILL      |Family     |R     |BRENT HARKINS        |1               |4.99        |2006-02-15 |
|183    |CONVERSATION DOWNHILL      |Family     |R     |COLLEEN BURTON       |1               |4.99        |2006-02-15 |
|183    |CONVERSATION DOWNHILL      |Family     |R     |MARCIA DEAN          |1               |4.99        |2006-02-15 |
|183    |CONVERSATION DOWNHILL      |Family     |R     |RAFAEL ABNEY         |1               |4.99        |2006-02-15 |
|183    |CONVERSATION DOWNHILL      |Family     |R     |TOMMY COLLAZO        |1               |4.99        |2006-02-15 |
|184    |CORE SUIT                  |Classics   |PG-13 |LAUREN HUDSON        |1               |4.99        |2006-02-15 |
|184    |CORE SUIT                  |Classics   |PG-13 |NORA HERRERA         |1               |4.99        |2006-02-15 |
|185    |COWBOY DOOM                |Foreign    |PG    |JUNE CARROLL         |1               |4.99        |2006-02-15 |
|187    |CRANES RESERVOIR           |Sports     |NC-17 |MARCUS HIDALGO       |1               |4.99        |2006-02-15 |
|187    |CRANES RESERVOIR           |Sports     |NC-17 |STEVEN CURLEY        |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |ALFRED CASILLAS      |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |DAISY BATES          |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |DONALD MAHON         |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |HELEN HARRIS         |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |LORRAINE STEPHENS    |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |SUZANNE NICHOLS      |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |TONI HOLT            |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |TONY CARRANZA        |1               |4.99        |2006-02-15 |
|190    |CREEPERS KANE              |Classics   |NC-17 |WALLACE SLONE        |1               |4.99        |2006-02-15 |
|193    |CROSSROADS CASUALTIES      |Animation  |G     |ELMER NOE            |1               |4.99        |2006-02-15 |
|193    |CROSSROADS CASUALTIES      |Animation  |G     |MARTIN BALES         |1               |4.99        |2006-02-15 |
|199    |CUPBOARD SINNERS           |Documentary|R     |CAROL GARCIA         |1               |4.99        |2006-02-15 |
|199    |CUPBOARD SINNERS           |Documentary|R     |GREG ROBINS          |1               |4.99        |2006-02-15 |
|199    |CUPBOARD SINNERS           |Documentary|R     |LENA JENSEN          |1               |4.99        |2006-02-15 |
|199    |CUPBOARD SINNERS           |Documentary|R     |MYRTLE FLEMING       |1               |4.99        |2006-02-15 |
|199    |CUPBOARD SINNERS           |Documentary|R     |STACY CUNNINGHAM     |1               |4.99        |2006-02-15 |
|201    |CYCLONE FAMILY             |Foreign    |PG    |CARRIE PORTER        |1               |4.99        |2006-02-15 |
|201    |CYCLONE FAMILY             |Foreign    |PG    |KARL SEAL            |1               |4.99        |2006-02-15 |
|201    |CYCLONE FAMILY             |Foreign    |PG    |THEODORE CULP        |1               |4.99        |2006-02-15 |
|202    |DADDY PITTSBURGH           |Comedy     |G     |CARRIE PORTER        |1               |4.99        |2006-02-15 |
|202    |DADDY PITTSBURGH           |Comedy     |G     |DEBRA NELSON         |1               |4.99        |2006-02-15 |
|202    |DADDY PITTSBURGH           |Comedy     |G     |HERBERT KRUGER       |1               |4.99        |2006-02-15 |
|202    |DADDY PITTSBURGH           |Comedy     |G     |JAMIE RICE           |1               |4.99        |2006-02-15 |
|202    |DADDY PITTSBURGH           |Comedy     |G     |JESSIE BANKS         |1               |4.99        |2006-02-15 |
|202    |DADDY PITTSBURGH           |Comedy     |G     |SUZANNE NICHOLS      |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |ALBERTO HENNING      |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |AUSTIN CINTRON       |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |BEATRICE ARNOLD      |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |CECIL VINES          |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |DIANNE SHELTON       |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |FERNANDO CHURCHILL   |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |KATHY JAMES          |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |MARION SNYDER        |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |RICHARD MCCRARY      |1               |4.99        |2006-02-15 |
|203    |DAISY MENAGERIE            |Sci-Fi     |G     |STEPHANIE MITCHELL   |1               |4.99        |2006-02-15 |
|205    |DANCES NONE                |Action     |NC-17 |CRYSTAL FORD         |1               |4.99        |2006-02-15 |
|205    |DANCES NONE                |Action     |NC-17 |JORGE OLIVARES       |1               |4.99        |2006-02-15 |
|207    |DANGEROUS UPTOWN           |Foreign    |PG    |ANDRE RAPP           |1               |4.99        |2006-02-15 |
|207    |DANGEROUS UPTOWN           |Foreign    |PG    |CATHY SPENCER        |1               |4.99        |2006-02-15 |
|207    |DANGEROUS UPTOWN           |Foreign    |PG    |CLINTON BUFORD       |1               |4.99        |2006-02-15 |
|207    |DANGEROUS UPTOWN           |Foreign    |PG    |GLEN TALBERT         |1               |4.99        |2006-02-15 |
|207    |DANGEROUS UPTOWN           |Foreign    |PG    |MARC OUTLAW          |1               |4.99        |2006-02-15 |
|207    |DANGEROUS UPTOWN           |Foreign    |PG    |ZACHARY HITE         |1               |4.99        |2006-02-15 |
|209    |DARKNESS WAR               |Drama      |NC-17 |EDWARD BAUGH         |1               |4.99        |2006-02-15 |
|209    |DARKNESS WAR               |Drama      |NC-17 |MARIO CHEATHAM       |1               |4.99        |2006-02-15 |
|209    |DARKNESS WAR               |Drama      |NC-17 |MATTIE HOFFMAN       |1               |4.99        |2006-02-15 |
|210    |DARKO DORADO               |Action     |NC-17 |JACOB LANCE          |1               |4.99        |2006-02-15 |
|210    |DARKO DORADO               |Action     |NC-17 |LUIS YANEZ           |1               |4.99        |2006-02-15 |
|210    |DARKO DORADO               |Action     |NC-17 |WILLIAM SATTERFIELD  |1               |4.99        |2006-02-15 |
|211    |DARLING BREAKING           |Games      |PG-13 |EDWIN BURK           |1               |4.99        |2006-02-15 |
|211    |DARLING BREAKING           |Games      |PG-13 |FREDDIE DUGGAN       |1               |4.99        |2006-02-15 |
|211    |DARLING BREAKING           |Games      |PG-13 |HERMAN DEVORE        |1               |4.99        |2006-02-15 |
|211    |DARLING BREAKING           |Games      |PG-13 |HOLLY FOX            |1               |4.99        |2006-02-15 |
|211    |DARLING BREAKING           |Games      |PG-13 |LILLIAN GRIFFIN      |1               |4.99        |2006-02-15 |
|211    |DARLING BREAKING           |Games      |PG-13 |NICHOLAS BARFIELD    |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |ANNETTE OLSON        |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |BRENT HARKINS        |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |CONNIE WALLACE       |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |HERBERT KRUGER       |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |ISAAC OGLESBY        |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |JANET PHILLIPS       |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |JULIAN VEST          |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |JUSTIN NGO           |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |KATIE ELLIOTT        |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |KRISTIN JOHNSTON     |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |LESLIE GORDON        |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |MAUREEN LITTLE       |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |TIM CARY             |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |TONYA CHAPMAN        |1               |4.99        |2006-02-15 |
|212    |DARN FORRESTER             |Action     |G     |VIRGINIA GREEN       |1               |4.99        |2006-02-15 |
|214    |DAUGHTER MADIGAN           |Children   |PG-13 |ALVIN DELOACH        |1               |4.99        |2006-02-15 |
|215    |DAWN POND                  |Games      |PG    |ALEX GRESHAM         |1               |4.99        |2006-02-15 |
|215    |DAWN POND                  |Games      |PG    |ANGEL BARCLAY        |1               |4.99        |2006-02-15 |
|215    |DAWN POND                  |Games      |PG    |DWIGHT LOMBARDI      |1               |4.99        |2006-02-15 |
|215    |DAWN POND                  |Games      |PG    |GREG ROBINS          |1               |4.99        |2006-02-15 |
|215    |DAWN POND                  |Games      |PG    |JOE GILLILAND        |1               |4.99        |2006-02-15 |
|215    |DAWN POND                  |Games      |PG    |MARCIA DEAN          |1               |4.99        |2006-02-15 |
|216    |DAY UNFAITHFUL             |New        |G     |DON BONE             |1               |4.99        |2006-02-15 |
|216    |DAY UNFAITHFUL             |New        |G     |MARLENE WELCH        |1               |4.99        |2006-02-15 |
|216    |DAY UNFAITHFUL             |New        |G     |MIRIAM MCKINNEY      |1               |4.99        |2006-02-15 |
|216    |DAY UNFAITHFUL             |New        |G     |YOLANDA WEAVER       |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |ARNOLD HAVENS        |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |BARBARA JONES        |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |BESSIE MORRISON      |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |CATHY SPENCER        |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |DARRYL ASHCRAFT      |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |DEAN SAUER           |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |JERRY JORDON         |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |MARGARET MOORE       |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |STELLA MORENO        |1               |4.99        |2006-02-15 |
|219    |DEEP CRUSADE               |Documentary|PG-13 |THOMAS GRIGSBY       |1               |4.99        |2006-02-15 |
|220    |DEER VIRGINIAN             |Music      |NC-17 |DANIEL CABRAL        |1               |4.99        |2006-02-15 |
|220    |DEER VIRGINIAN             |Music      |NC-17 |DENNIS GILMAN        |1               |4.99        |2006-02-15 |
|220    |DEER VIRGINIAN             |Music      |NC-17 |EVERETT BANDA        |1               |4.99        |2006-02-15 |
|220    |DEER VIRGINIAN             |Music      |NC-17 |FLORENCE WOODS       |1               |4.99        |2006-02-15 |
